"Train/step","edqn_2024-12-11_13-29-49 - _step","edqn_2024-12-11_13-29-49 - _step__MIN","edqn_2024-12-11_13-29-49 - _step__MAX","edqn_2024-12-11_13-29-49 - Train/loss","edqn_2024-12-11_13-29-49 - Train/loss__MIN","edqn_2024-12-11_13-29-49 - Train/loss__MAX","no_dueling_2024-12-10_13-06-23 - _step","no_dueling_2024-12-10_13-06-23 - _step__MIN","no_dueling_2024-12-10_13-06-23 - _step__MAX","no_dueling_2024-12-10_13-06-23 - Train/loss","no_dueling_2024-12-10_13-06-23 - Train/loss__MIN","no_dueling_2024-12-10_13-06-23 - Train/loss__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Train/loss","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Train/loss__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Train/loss__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Train/loss","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Train/loss__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Train/loss__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Train/loss","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Train/loss__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Train/loss__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Train/loss","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Train/loss__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Train/loss__MAX"
"102200","5731","5731","5731","0.13929340243339539","0.13929340243339539","0.13929340243339539","5731","5731","5731","0.10172496736049652","0.10172496736049652","0.10172496736049652","10696","10696","10696","0.14568665623664856","0.14568665623664856","0.14568665623664856","5877","5877","5877","0.26146578788757324","0.26146578788757324","0.26146578788757324","5873","5873","5873","0.22549551725387573","0.22549551725387573","0.22549551725387573","5877","5877","5877","0.11229061335325241","0.11229061335325241","0.11229061335325241"
"102400","5742","5742","5742","0.12851567566394806","0.12851567566394806","0.12851567566394806","5748","5748","5748","0.15647605061531067","0.15647605061531067","0.15647605061531067","10720","10720","10720","0.19007669389247894","0.19007669389247894","0.19007669389247894","5887","5887","5887","0.17194512486457825","0.17194512486457825","0.17194512486457825","5890","5890","5890","0.10499871522188187","0.10499871522188187","0.10499871522188187","5887","5887","5887","0.15717576444149017","0.15717576444149017","0.15717576444149017"
"102600","5752","5752","5752","0.09408944845199585","0.09408944845199585","0.09408944845199585","5758","5758","5758","0.11764053255319595","0.11764053255319595","0.11764053255319595","10748","10748","10748","0.12102513015270233","0.12102513015270233","0.12102513015270233","5920","5920","5920","0.21461394429206848","0.21461394429206848","0.21461394429206848","5920","5920","5920","0.14543451368808746","0.14543451368808746","0.14543451368808746","5925","5925","5925","0.09744372963905334","0.09744372963905334","0.09744372963905334"
"102800","5765","5765","5765","0.10655753314495087","0.10655753314495087","0.10655753314495087","5790","5790","5790","0.10727651417255402","0.10727651417255402","0.10727651417255402","10773","10773","10773","0.117282435297966","0.117282435297966","0.117282435297966","5932","5932","5932","0.12636356055736542","0.12636356055736542","0.12636356055736542","5933","5933","5933","0.12075455486774445","0.12075455486774445","0.12075455486774445","5935","5935","5935","0.15767161548137665","0.15767161548137665","0.15767161548137665"
"103000","5795","5795","5795","0.121052086353302","0.121052086353302","0.121052086353302","5806","5806","5806","0.06077469885349274","0.06077469885349274","0.06077469885349274","10798","10798","10798","0.13421502709388733","0.13421502709388733","0.13421502709388733","5942","5942","5942","0.1949968934059143","0.1949968934059143","0.1949968934059143","5948","5948","5948","0.1467580497264862","0.1467580497264862","0.1467580497264862","5948","5948","5948","0.10293251276016235","0.10293251276016235","0.10293251276016235"
"103200","5805","5805","5805","0.10279364138841629","0.10279364138841629","0.10279364138841629","5823","5823","5823","0.07326924055814743","0.07326924055814743","0.07326924055814743","10826","10826","10826","0.1666528582572937","0.1666528582572937","0.1666528582572937","5957","5957","5957","0.10305023193359375","0.10305023193359375","0.10305023193359375","5958","5958","5958","0.13916128873825073","0.13916128873825073","0.13916128873825073","5963","5963","5963","0.09711675345897675","0.09711675345897675","0.09711675345897675"
"103400","5820","5820","5820","0.15022163093090057","0.15022163093090057","0.15022163093090057","5835","5835","5835","0.07900027930736542","0.07900027930736542","0.07900027930736542","10854","10854","10854","0.12652280926704407","0.12652280926704407","0.12652280926704407","5970","5970","5970","0.0975784957408905","0.0975784957408905","0.0975784957408905","5968","5968","5968","0.14198751747608185","0.14198751747608185","0.14198751747608185","5973","5973","5973","0.2317039966583252","0.2317039966583252","0.2317039966583252"
"103600","5830","5830","5830","0.10785195231437683","0.10785195231437683","0.10785195231437683","5845","5845","5845","0.12325464934110641","0.12325464934110641","0.12325464934110641","10885","10885","10885","0.12387378513813019","0.12387378513813019","0.12387378513813019","5982","5982","5982","0.13369497656822205","0.13369497656822205","0.13369497656822205","5980","5980","5980","0.13196232914924622","0.13196232914924622","0.13196232914924622","5985","5985","5985","0.13023680448532104","0.13023680448532104","0.13023680448532104"
"103800","5842","5842","5842","0.1272602677345276","0.1272602677345276","0.1272602677345276","5860","5860","5860","0.1068989485502243","0.1068989485502243","0.1068989485502243","10907","10907","10907","0.22085115313529968","0.22085115313529968","0.22085115313529968","5994","5994","5994","0.14477087557315826","0.14477087557315826","0.14477087557315826","5992","5992","5992","0.20517365634441376","0.20517365634441376","0.20517365634441376","6002","6002","6002","0.2128346562385559","0.2128346562385559","0.2128346562385559"
"104000","5854","5854","5854","0.10053344070911407","0.10053344070911407","0.10053344070911407","5873","5873","5873","0.06150834262371063","0.06150834262371063","0.06150834262371063","10938","10938","10938","0.14934779703617096","0.14934779703617096","0.14934779703617096","6004","6004","6004","0.10706790536642075","0.10706790536642075","0.10706790536642075","6002","6002","6002","0.12981492280960083","0.12981492280960083","0.12981492280960083","6012","6012","6012","0.24035613238811493","0.24035613238811493","0.24035613238811493"
"104200","5864","5864","5864","0.16349224746227264","0.16349224746227264","0.16349224746227264","5882","5882","5882","0.18312856554985046","0.18312856554985046","0.18312856554985046","10966","10966","10966","0.12311377376317978","0.12311377376317978","0.12311377376317978","6016","6016","6016","0.11864622682332993","0.11864622682332993","0.11864622682332993","6014","6014","6014","0.12027804553508759","0.12027804553508759","0.12027804553508759","6022","6022","6022","0.2426786571741104","0.2426786571741104","0.2426786571741104"
"104400","5874","5874","5874","0.11363536864519119","0.11363536864519119","0.11363536864519119","5895","5895","5895","0.08747627586126328","0.08747627586126328","0.08747627586126328","11009","11009","11009","0.10992306470870972","0.10992306470870972","0.10992306470870972","6026","6026","6026","0.272350013256073","0.272350013256073","0.272350013256073","6024","6024","6024","0.20853926241397858","0.20853926241397858","0.20853926241397858","6036","6036","6036","0.15981829166412354","0.15981829166412354","0.15981829166412354"
"104600","5889","5889","5889","0.14028555154800415","0.14028555154800415","0.14028555154800415","5905","5905","5905","0.13816522061824799","0.13816522061824799","0.13816522061824799","11037","11037","11037","0.1335296630859375","0.1335296630859375","0.1335296630859375","6036","6036","6036","0.24154800176620483","0.24154800176620483","0.24154800176620483","6036","6036","6036","0.12161821126937866","0.12161821126937866","0.12161821126937866","6046","6046","6046","0.1284307986497879","0.1284307986497879","0.1284307986497879"
"104800","5899","5899","5899","0.09045785665512085","0.09045785665512085","0.09045785665512085","5920","5920","5920","0.07151812314987183","0.07151812314987183","0.07151812314987183","11068","11068","11068","0.11672195792198181","0.11672195792198181","0.11672195792198181","6053","6053","6053","0.13756892085075378","0.13756892085075378","0.13756892085075378","6046","6046","6046","0.17603063583374023","0.17603063583374023","0.17603063583374023","6059","6059","6059","0.1963115930557251","0.1963115930557251","0.1963115930557251"
"105000","5908","5908","5908","0.18182529509067535","0.18182529509067535","0.18182529509067535","5929","5929","5929","0.12753179669380188","0.12753179669380188","0.12753179669380188","11096","11096","11096","0.14300207793712616","0.14300207793712616","0.14300207793712616","6066","6066","6066","0.18037432432174683","0.18037432432174683","0.18037432432174683","6059","6059","6059","0.10097353160381317","0.10097353160381317","0.10097353160381317","6071","6071","6071","0.3264656960964203","0.3264656960964203","0.3264656960964203"
"105200","5920","5920","5920","0.07296530902385712","0.07296530902385712","0.07296530902385712","5939","5939","5939","0.1369156539440155","0.1369156539440155","0.1369156539440155","11124","11124","11124","0.15989971160888672","0.15989971160888672","0.15989971160888672","6075","6075","6075","0.1393691599369049","0.1393691599369049","0.1393691599369049","6071","6071","6071","0.2678011357784271","0.2678011357784271","0.2678011357784271","6081","6081","6081","0.12888658046722412","0.12888658046722412","0.12888658046722412"
"105400","5931","5931","5931","0.07655401527881622","0.07655401527881622","0.07655401527881622","5954","5954","5954","0.10332762449979782","0.10332762449979782","0.10332762449979782","11152","11152","11152","0.13248351216316223","0.13248351216316223","0.13248351216316223","6105","6105","6105","0.13062041997909546","0.13062041997909546","0.13062041997909546","6102","6102","6102","0.09980843216180801","0.09980843216180801","0.09980843216180801","6111","6111","6111","0.12867209315299988","0.12867209315299988","0.12867209315299988"
"105600","5945","5945","5945","0.08466275036334991","0.08466275036334991","0.08466275036334991","5982","5982","5982","0.10235888510942459","0.10235888510942459","0.10235888510942459","11183","11183","11183","0.10826673358678818","0.10826673358678818","0.10826673358678818","6115","6115","6115","0.18076883256435394","0.18076883256435394","0.18076883256435394","6112","6112","6112","0.14616605639457703","0.14616605639457703","0.14616605639457703","6124","6124","6124","0.2186221480369568","0.2186221480369568","0.2186221480369568"
"105800","5973","5973","5973","0.12367051839828491","0.12367051839828491","0.12367051839828491","5995","5995","5995","0.07238183915615082","0.07238183915615082","0.07238183915615082","11211","11211","11211","0.1860266625881195","0.1860266625881195","0.1860266625881195","6128","6128","6128","0.12027504295110703","0.12027504295110703","0.12027504295110703","6124","6124","6124","0.12465251237154007","0.12465251237154007","0.12465251237154007","6137","6137","6137","0.1220913678407669","0.1220913678407669","0.1220913678407669"
"106000","5983","5983","5983","0.08800520747900009","0.08800520747900009","0.08800520747900009","6007","6007","6007","0.0911870002746582","0.0911870002746582","0.0911870002746582","11239","11239","11239","0.1247093603014946","0.1247093603014946","0.1247093603014946","6140","6140","6140","0.13746091723442078","0.13746091723442078","0.13746091723442078","6137","6137","6137","0.09645525366067886","0.09645525366067886","0.09645525366067886","6149","6149","6149","0.128824383020401","0.128824383020401","0.128824383020401"
"106200","5997","5997","5997","0.12491264939308167","0.12491264939308167","0.12491264939308167","6017","6017","6017","0.08396477997303009","0.08396477997303009","0.08396477997303009","11267","11267","11267","0.13221542537212372","0.13221542537212372","0.13221542537212372","6150","6150","6150","0.17284297943115234","0.17284297943115234","0.17284297943115234","6152","6152","6152","0.2070114016532898","0.2070114016532898","0.2070114016532898","6158","6158","6158","0.31729453802108765","0.31729453802108765","0.31729453802108765"
"106400","6008","6008","6008","0.21791324019432068","0.21791324019432068","0.21791324019432068","6032","6032","6032","0.11155451834201813","0.11155451834201813","0.11155451834201813","11295","11295","11295","0.16192233562469482","0.16192233562469482","0.16192233562469482","6162","6162","6162","0.2234170138835907","0.2234170138835907","0.2234170138835907","6162","6162","6162","0.14222632348537445","0.14222632348537445","0.14222632348537445","6168","6168","6168","0.1579730212688446","0.1579730212688446","0.1579730212688446"
"106600","6020","6020","6020","0.12737607955932617","0.12737607955932617","0.12737607955932617","6042","6042","6042","0.08417679369449615","0.08417679369449615","0.08417679369449615","11342","11342","11342","0.13439448177814484","0.13439448177814484","0.13439448177814484","6174","6174","6174","0.2277120053768158","0.2277120053768158","0.2277120053768158","6171","6171","6171","0.10104232281446457","0.10104232281446457","0.10104232281446457","6183","6183","6183","0.21038955450057983","0.21038955450057983","0.21038955450057983"
"106800","6032","6032","6032","0.12917283177375793","0.12917283177375793","0.12917283177375793","6055","6055","6055","0.08419616520404816","0.08419616520404816","0.08419616520404816","11366","11366","11366","0.10580385476350784","0.10580385476350784","0.10580385476350784","6184","6184","6184","0.16055724024772644","0.16055724024772644","0.16055724024772644","6183","6183","6183","0.17622807621955872","0.17622807621955872","0.17622807621955872","6196","6196","6196","0.11944124102592468","0.11944124102592468","0.11944124102592468"
"107000","6045","6045","6045","0.059946320950984955","0.059946320950984955","0.059946320950984955","6067","6067","6067","0.13312403857707977","0.13312403857707977","0.13312403857707977","11394","11394","11394","0.14510869979858398","0.14510869979858398","0.14510869979858398","6197","6197","6197","0.13793930411338806","0.13793930411338806","0.13793930411338806","6196","6196","6196","0.18058551847934723","0.18058551847934723","0.18058551847934723","6208","6208","6208","0.10912385582923889","0.10912385582923889","0.10912385582923889"
"107200","6060","6060","6060","0.0689472183585167","0.0689472183585167","0.0689472183585167","6077","6077","6077","0.07921203970909119","0.07921203970909119","0.07921203970909119","11417","11417","11417","0.13574033975601196","0.13574033975601196","0.13574033975601196","6207","6207","6207","0.2008313536643982","0.2008313536643982","0.2008313536643982","6206","6206","6206","0.0976274162530899","0.0976274162530899","0.0976274162530899","6218","6218","6218","0.1502348780632019","0.1502348780632019","0.1502348780632019"
"107400","6074","6074","6074","0.07629391551017761","0.07629391551017761","0.07629391551017761","6089","6089","6089","0.15016186237335205","0.15016186237335205","0.15016186237335205","11444","11444","11444","0.11832985281944275","0.11832985281944275","0.11832985281944275","6219","6219","6219","0.09147566556930542","0.09147566556930542","0.09147566556930542","6218","6218","6218","0.15089553594589233","0.15089553594589233","0.15089553594589233","6228","6228","6228","0.18523046374320984","0.18523046374320984","0.18523046374320984"
"107600","6084","6084","6084","0.11760767549276352","0.11760767549276352","0.11760767549276352","6099","6099","6099","0.07629136741161346","0.07629136741161346","0.07629136741161346","11472","11472","11472","0.1455601453781128","0.1455601453781128","0.1455601453781128","6231","6231","6231","0.17504608631134033","0.17504608631134033","0.17504608631134033","6230","6230","6230","0.1772368848323822","0.1772368848323822","0.1772368848323822","6243","6243","6243","0.20268625020980835","0.20268625020980835","0.20268625020980835"
"107800","6097","6097","6097","0.10597702115774155","0.10597702115774155","0.10597702115774155","6109","6109","6109","0.07899795472621918","0.07899795472621918","0.07899795472621918","11494","11494","11494","0.17401733994483948","0.17401733994483948","0.17401733994483948","6241","6241","6241","0.1497880518436432","0.1497880518436432","0.1497880518436432","6240","6240","6240","0.13352958858013153","0.13352958858013153","0.13352958858013153","6253","6253","6253","0.1280432641506195","0.1280432641506195","0.1280432641506195"
"108000","6109","6109","6109","0.05856451392173767","0.05856451392173767","0.05856451392173767","6123","6123","6123","0.10916751623153687","0.10916751623153687","0.10916751623153687","11519","11519","11519","0.1477580964565277","0.1477580964565277","0.1477580964565277","6253","6253","6253","0.1169574111700058","0.1169574111700058","0.1169574111700058","6255","6255","6255","0.3023124933242798","0.3023124933242798","0.3023124933242798","6265","6265","6265","0.22956393659114838","0.22956393659114838","0.22956393659114838"
"108200","6119","6119","6119","0.0878039002418518","0.0878039002418518","0.0878039002418518","6140","6140","6140","0.16967234015464783","0.16967234015464783","0.16967234015464783","11547","11547","11547","0.157925546169281","0.157925546169281","0.157925546169281","6284","6284","6284","0.21711930632591248","0.21711930632591248","0.21711930632591248","6283","6283","6283","0.14044621586799622","0.14044621586799622","0.14044621586799622","6298","6298","6298","0.13668730854988098","0.13668730854988098","0.13668730854988098"
"108400","6146","6146","6146","0.18052750825881958","0.18052750825881958","0.18052750825881958","6168","6168","6168","0.12101412564516068","0.12101412564516068","0.12101412564516068","11575","11575","11575","0.0995149165391922","0.0995149165391922","0.0995149165391922","6293","6293","6293","0.15422284603118896","0.15422284603118896","0.15422284603118896","6295","6295","6295","0.16286030411720276","0.16286030411720276","0.16286030411720276","6310","6310","6310","0.1747725009918213","0.1747725009918213","0.1747725009918213"
"108600","6158","6158","6158","0.11127222329378128","0.11127222329378128","0.11127222329378128","6178","6178","6178","0.12342396378517151","0.12342396378517151","0.12342396378517151","11597","11597","11597","0.12334409356117249","0.12334409356117249","0.12334409356117249","6305","6305","6305","0.18659661710262299","0.18659661710262299","0.18659661710262299","6307","6307","6307","0.13545167446136475","0.13545167446136475","0.13545167446136475","6326","6326","6326","0.2624287009239197","0.2624287009239197","0.2624287009239197"
"108800","6169","6169","6169","0.19172891974449158","0.19172891974449158","0.19172891974449158","6194","6194","6194","0.1326085925102234","0.1326085925102234","0.1326085925102234","11622","11622","11622","0.12422256171703339","0.12422256171703339","0.12422256171703339","6315","6315","6315","0.19930201768875122","0.19930201768875122","0.19930201768875122","6317","6317","6317","0.3111974596977234","0.3111974596977234","0.3111974596977234","6335","6335","6335","0.17014476656913757","0.17014476656913757","0.17014476656913757"
"109000","6183","6183","6183","0.08348813652992249","0.08348813652992249","0.08348813652992249","6204","6204","6204","0.15756401419639587","0.15756401419639587","0.15756401419639587","11665","11665","11665","0.2033543884754181","0.2033543884754181","0.2033543884754181","6325","6325","6325","0.1239994615316391","0.1239994615316391","0.1239994615316391","6332","6332","6332","0.24853083491325378","0.24853083491325378","0.24853083491325378","6348","6348","6348","0.14503425359725952","0.14503425359725952","0.14503425359725952"
"109200","6196","6196","6196","0.12212637066841125","0.12212637066841125","0.12212637066841125","6216","6216","6216","0.10774652659893036","0.10774652659893036","0.10774652659893036","11690","11690","11690","0.09201540797948837","0.09201540797948837","0.09201540797948837","6340","6340","6340","0.17467421293258667","0.17467421293258667","0.17467421293258667","6342","6342","6342","0.15233230590820312","0.15233230590820312","0.15233230590820312","6363","6363","6363","0.13792909681797028","0.13792909681797028","0.13792909681797028"
"109400","6205","6205","6205","0.09200969338417053","0.09200969338417053","0.09200969338417053","6226","6226","6226","0.10435501486063004","0.10435501486063004","0.10435501486063004","11715","11715","11715","0.09722907841205597","0.09722907841205597","0.09722907841205597","6353","6353","6353","0.12985840439796448","0.12985840439796448","0.12985840439796448","6351","6351","6351","0.23649829626083374","0.23649829626083374","0.23649829626083374","6373","6373","6373","0.2384330928325653","0.2384330928325653","0.2384330928325653"
"109600","6221","6221","6221","0.1388368010520935","0.1388368010520935","0.1388368010520935","6238","6238","6238","0.09073356539011002","0.09073356539011002","0.09073356539011002","11743","11743","11743","0.18040107190608978","0.18040107190608978","0.18040107190608978","6365","6365","6365","0.19042468070983887","0.19042468070983887","0.19042468070983887","6363","6363","6363","0.14780519902706146","0.14780519902706146","0.14780519902706146","6385","6385","6385","0.12522295117378235","0.12522295117378235","0.12522295117378235"
"109800","6234","6234","6234","0.10357823967933655","0.10357823967933655","0.10357823967933655","6251","6251","6251","0.13153496384620667","0.13153496384620667","0.13153496384620667","11768","11768","11768","0.08065218478441238","0.08065218478441238","0.08065218478441238","6377","6377","6377","0.19929304718971252","0.19929304718971252","0.19929304718971252","6373","6373","6373","0.14050540328025818","0.14050540328025818","0.14050540328025818","6397","6397","6397","0.20141398906707764","0.20141398906707764","0.20141398906707764"
"110000","6246","6246","6246","0.08123704791069031","0.08123704791069031","0.08123704791069031","6261","6261","6261","0.10628816485404968","0.10628816485404968","0.10628816485404968","11793","11793","11793","0.1514194756746292","0.1514194756746292","0.1514194756746292","6390","6390","6390","0.14259275794029236","0.14259275794029236","0.14259275794029236","6383","6383","6383","0.14586403965950012","0.14586403965950012","0.14586403965950012","6407","6407","6407","0.1877857744693756","0.1877857744693756","0.1877857744693756"
"110200","6256","6256","6256","0.15567123889923096","0.15567123889923096","0.15567123889923096","6275","6275","6275","0.15818972885608673","0.15818972885608673","0.15818972885608673","11818","11818","11818","0.09638658910989761","0.09638658910989761","0.09638658910989761","6403","6403","6403","0.19953462481498718","0.19953462481498718","0.19953462481498718","6398","6398","6398","0.2522073984146118","0.2522073984146118","0.2522073984146118","6417","6417","6417","0.31922686100006104","0.31922686100006104","0.31922686100006104"
