"Evaluate/step","edqn_2024-12-11_13-29-49 - _step","edqn_2024-12-11_13-29-49 - _step__MIN","edqn_2024-12-11_13-29-49 - _step__MAX","edqn_2024-12-11_13-29-49 - Avg/1_2","edqn_2024-12-11_13-29-49 - Avg/1_2__MIN","edqn_2024-12-11_13-29-49 - Avg/1_2__MAX","no_dueling_2024-12-10_13-06-23 - _step","no_dueling_2024-12-10_13-06-23 - _step__MIN","no_dueling_2024-12-10_13-06-23 - _step__MAX","no_dueling_2024-12-10_13-06-23 - Avg/1_2","no_dueling_2024-12-10_13-06-23 - Avg/1_2__MIN","no_dueling_2024-12-10_13-06-23 - Avg/1_2__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Avg/1_2","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Avg/1_2__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Avg/1_2__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Avg/1_2","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Avg/1_2__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Avg/1_2__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Avg/1_2","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Avg/1_2__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Avg/1_2__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Avg/1_2","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Avg/1_2__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Avg/1_2__MAX"
"911","6311","6311","6311","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1033","","","","","","","6498","6498","6498","0.8333333730697632","0.8333333730697632","0.8333333730697632","","","","","","","","","","","","","","","","","","","","","","","",""
"1107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6805","6805","6805","1","1","1"
"1111","","","","","","","","","","","","","","","","","","","","","","","","","6808","6808","6808","1","1","1","","","","","",""
"1116","6489","6489","6489","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1125","","","","","","","","","","","","","11978","11978","11978","1","1","1","","","","","","","","","","","","","","","","","",""
"1142","","","","","","","","","","","","","","","","","","","6811","6811","6811","1","1","1","","","","","","","","","","","",""
"1263","","","","","","","6675","6675","6675","0.8571429252624512","0.8571429252624512","0.8571429252624512","","","","","","","","","","","","","","","","","","","","","","","",""
"1313","","","","","","","","","","","","","12307","12307","12307","1","1","1","","","","","","","","","","","","","","","","","",""
"1318","","","","","","","","","","","","","","","","","","","","","","","","","6997","6997","6997","1","1","1","","","","","",""
"1335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6988","6988","6988","1","1","1"
"1369","6668","6668","6668","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1376","","","","","","","","","","","","","","","","","","","6991","6991","6991","1","1","1","","","","","","","","","","","",""
"1476","","","","","","","6869","6869","6869","0.8750000596046448","0.8750000596046448","0.8750000596046448","","","","","","","","","","","","","","","","","","","","","","","",""
"1504","","","","","","","","","","","","","12637","12637","12637","1","1","1","","","","","","","","","","","","","","","","","",""
"1565","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7172","7172","7172","1","1","1"
"1570","","","","","","","","","","","","","","","","","","","","","","","","","7173","7173","7173","1","1","1","","","","","",""
"1581","","","","","","","","","","","","","","","","","","","7173","7173","7173","1","1","1","","","","","","","","","","","",""
"1618","6840","6840","6840","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1691","","","","","","","7043","7043","7043","0.8888888955116272","0.8888888955116272","0.8888888955116272","","","","","","","","","","","","","","","","","","","","","","","",""
"1719","","","","","","","","","","","","","12967","12967","12967","1","1","1","","","","","","","","","","","","","","","","","",""
"1794","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7353","7353","7353","1","1","1"
"1803","","","","","","","","","","","","","","","","","","","","","","","","","7354","7354","7354","1","1","1","","","","","",""
"1832","","","","","","","","","","","","","","","","","","","7356","7356","7356","1","1","1","","","","","","","","","","","",""
"1872","7018","7018","7018","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1928","","","","","","","","","","","","","13296","13296","13296","1","1","1","","","","","","","","","","","","","","","","","",""
"1947","","","","","","","7221","7221","7221","0.9000000357627869","0.9000000357627869","0.9000000357627869","","","","","","","","","","","","","","","","","","","","","","","",""
"2007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7535","7535","7535","1","1","1"
"2052","","","","","","","","","","","","","","","","","","","","","","","","","7528","7528","7528","0.9000000357627869","0.9000000357627869","0.9000000357627869","","","","","",""
"2083","","","","","","","","","","","","","","","","","","","7531","7531","7531","1","1","1","","","","","","","","","","","",""
"2131","7192","7192","7192","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2137","","","","","","","","","","","","","13625","13625","13625","1","1","1","","","","","","","","","","","","","","","","","",""
"2199","","","","","","","7395","7395","7395","0.9090909361839294","0.9090909361839294","0.9090909361839294","","","","","","","","","","","","","","","","","","","","","","","",""
"2238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7716","7716","7716","1","1","1"
"2310","","","","","","","","","","","","","","","","","","","","","","","","","7702","7702","7702","0.9090909361839294","0.9090909361839294","0.9090909361839294","","","","","",""
"2340","","","","","","","","","","","","","","","","","","","7710","7710","7710","1","1","1","","","","","","","","","","","",""
"2372","","","","","","","","","","","","","13956","13956","13956","1","1","1","","","","","","","","","","","","","","","","","",""
"2390","7367","7367","7367","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2460","","","","","","","7574","7574","7574","0.9166666865348816","0.9166666865348816","0.9166666865348816","","","","","","","","","","","","","","","","","","","","","","","",""
"2467","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7894","7894","7894","1","1","1"
"2562","","","","","","","","","","","","","","","","","","","","","","","","","7876","7876","7876","0.9166666865348816","0.9166666865348816","0.9166666865348816","","","","","",""
"2587","","","","","","","","","","","","","14286","14286","14286","1","1","1","","","","","","","","","","","","","","","","","",""
"2601","","","","","","","","","","","","","","","","","","","7887","7887","7887","1","1","1","","","","","","","","","","","",""
"2645","7540","7540","7540","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8076","8076","8076","1","1","1"
"2718","","","","","","","7750","7750","7750","0.9230769872665405","0.9230769872665405","0.9230769872665405","","","","","","","","","","","","","","","","","","","","","","","",""
"2798","","","","","","","","","","","","","14617","14617","14617","1","1","1","","","","","","","","","","","","","","","","","",""
"2822","","","","","","","","","","","","","","","","","","","","","","","","","8053","8053","8053","0.9230769872665405","0.9230769872665405","0.9230769872665405","","","","","",""
"2862","","","","","","","","","","","","","","","","","","","8064","8064","8064","1","1","1","","","","","","","","","","","",""
"2902","7714","7714","7714","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8254","8254","8254","1","1","1"
"2978","","","","","","","7922","7922","7922","0.9285715222358704","0.9285715222358704","0.9285715222358704","","","","","","","","","","","","","","","","","","","","","","","",""
"3050","","","","","","","","","","","","","14947","14947","14947","1","1","1","","","","","","","","","","","","","","","","","",""
"3081","","","","","","","","","","","","","","","","","","","","","","","","","8227","8227","8227","0.9285715222358704","0.9285715222358704","0.9285715222358704","","","","","",""
"3121","","","","","","","","","","","","","","","","","","","8245","8245","8245","1","1","1","","","","","","","","","","","",""
"3160","7893","7893","7893","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8428","8428","8428","1","1","1"
"3234","","","","","","","8095","8095","8095","0.9333334565162659","0.9333334565162659","0.9333334565162659","","","","","","","","","","","","","","","","","","","","","","","",""
"3281","","","","","","","","","","","","","15280","15280","15280","1","1","1","","","","","","","","","","","","","","","","","",""
"3336","","","","","","","","","","","","","","","","","","","","","","","","","8405","8405","8405","0.9333334565162659","0.9333334565162659","0.9333334565162659","","","","","",""
"3338","","","","","","","","","","","","","","","","","","","8425","8425","8425","1","1","1","","","","","","","","","","","",""
"3419","8071","8071","8071","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8606","8606","8606","1","1","1"
"3494","","","","","","","8273","8273","8273","0.9375001192092896","0.9375001192092896","0.9375001192092896","","","","","","","","","","","","","","","","","","","","","","","",""
"3530","","","","","","","","","","","","","15612","15612","15612","1","1","1","","","","","","","","","","","","","","","","","",""
"3575","","","","","","","","","","","","","","","","","","","","","","","","","8582","8582","8582","0.9375001192092896","0.9375001192092896","0.9375001192092896","","","","","",""
"3596","","","","","","","","","","","","","","","","","","","8606","8606","8606","1","1","1","","","","","","","","","","","",""
"3677","8248","8248","8248","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3721","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8784","8784","8784","1","1","1"
"3754","","","","","","","8448","8448","8448","0.9411765933036804","0.9411765933036804","0.9411765933036804","","","","","","","","","","","","","","","","","","","","","","","",""
"3783","","","","","","","","","","","","","15945","15945","15945","1","1","1","","","","","","","","","","","","","","","","","",""
"3835","","","","","","","","","","","","","","","","","","","","","","","","","8762","8762","8762","0.9411765933036804","0.9411765933036804","0.9411765933036804","","","","","",""
"3855","","","","","","","","","","","","","","","","","","","8786","8786","8786","1","1","1","","","","","","","","","","","",""
"3937","8426","8426","8426","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8962","8962","8962","1","1","1"
"4015","","","","","","","8627","8627","8627","0.9444445371627808","0.9444445371627808","0.9444445371627808","","","","","","","","","","","","","","","","","","","","","","","",""
"4040","","","","","","","","","","","","","16277","16277","16277","1","1","1","","","","","","","","","","","","","","","","","",""
"4095","","","","","","","","","","","","","","","","","","","","","","","","","8942","8942","8942","0.9444445371627808","0.9444445371627808","0.9444445371627808","","","","","",""
"4114","","","","","","","","","","","","","","","","","","","8966","8966","8966","1","1","1","","","","","","","","","","","",""
"4196","8601","8601","8601","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9143","9143","9143","1","1","1"
"4275","","","","","","","8804","8804","8804","0.9473685026168823","0.9473685026168823","0.9473685026168823","","","","","","","","","","","","","","","","","","","","","","","",""
"4297","","","","","","","","","","","","","16610","16610","16610","1","1","1","","","","","","","","","","","","","","","","","",""
"4355","","","","","","","","","","","","","","","","","","","","","","","","","9116","9116","9116","0.9473685026168823","0.9473685026168823","0.9473685026168823","","","","","",""
"4374","","","","","","","","","","","","","","","","","","","9142","9142","9142","1","1","1","","","","","","","","","","","",""
"4456","8773","8773","8773","0.9473684430122375","0.9473684430122375","0.9473684430122375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9323","9323","9323","1","1","1"
"4535","","","","","","","8981","8981","8981","0.9500001072883606","0.9500001072883606","0.9500001072883606","","","","","","","","","","","","","","","","","","","","","","","",""
"4553","","","","","","","","","","","","","16942","16942","16942","1","1","1","","","","","","","","","","","","","","","","","",""
"4615","","","","","","","","","","","","","","","","","","","","","","","","","9296","9296","9296","0.9500001072883606","0.9500001072883606","0.9500001072883606","","","","","",""
"4635","","","","","","","","","","","","","","","","","","","9318","9318","9318","1","1","1","","","","","","","","","","","",""
"4714","8946","8946","8946","0.949999988079071","0.949999988079071","0.949999988079071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9501","9501","9501","1","1","1"
"4795","","","","","","","9170","9170","9170","0.9523810744285583","0.9523810744285583","0.9523810744285583","","","","","","","","","","","","","","","","","","","","","","","",""
"4812","","","","","","","","","","","","","17276","17276","17276","1","1","1","","","","","","","","","","","","","","","","","",""
"4873","","","","","","","","","","","","","","","","","","","","","","","","","9475","9475","9475","0.9523810744285583","0.9523810744285583","0.9523810744285583","","","","","",""
"4895","","","","","","","","","","","","","","","","","","","9493","9493","9493","1","1","1","","","","","","","","","","","",""
"4974","9120","9120","9120","0.9523809552192688","0.9523809552192688","0.9523809552192688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9688","9688","9688","1","1","1"
"5053","","","","","","","9346","9346","9346","0.9545455574989319","0.9545455574989319","0.9545455574989319","","","","","","","","","","","","","","","","","","","","","","","",""
"5071","","","","","","","","","","","","","17608","17608","17608","1","1","1","","","","","","","","","","","","","","","","","",""
"5134","","","","","","","","","","","","","","","","","","","","","","","","","9649","9649","9649","0.9545455574989319","0.9545455574989319","0.9545455574989319","","","","","",""
"5154","","","","","","","","","","","","","","","","","","","9669","9669","9669","1","1","1","","","","","","","","","","","",""
"5234","9303","9303","9303","0.9545454978942871","0.9545454978942871","0.9545454978942871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9866","9866","9866","1","1","1"
"5313","","","","","","","9523","9523","9523","0.9565218687057495","0.9565218687057495","0.9565218687057495","","","","","","","","","","","","","","","","","","","","","","","",""
"5331","","","","","","","","","","","","","17941","17941","17941","1","1","1","","","","","","","","","","","","","","","","","",""
"5394","","","","","","","","","","","","","","","","","","","","","","","","","9825","9825","9825","0.9565218687057495","0.9565218687057495","0.9565218687057495","","","","","",""
"5414","","","","","","","","","","","","","","","","","","","9846","9846","9846","1","1","1","","","","","","","","","","","",""
"5495","9479","9479","9479","0.95652174949646","0.95652174949646","0.95652174949646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5537","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10046","10046","10046","1","1","1"
"5573","","","","","","","9707","9707","9707","0.9583334922790527","0.9583334922790527","0.9583334922790527","","","","","","","","","","","","","","","","","","","","","","","",""
"5592","","","","","","","","","","","","","18274","18274","18274","1","1","1","","","","","","","","","","","","","","","","","",""
"5654","","","","","","","","","","","","","","","","","","","","","","","","","10001","10001","10001","0.9583334922790527","0.9583334922790527","0.9583334922790527","","","","","",""
"5674","","","","","","","","","","","","","","","","","","","10019","10019","10019","1","1","1","","","","","","","","","","","",""
"5754","9656","9656","9656","0.9583333730697632","0.9583333730697632","0.9583333730697632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5797","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10226","10226","10226","1","1","1"
"5833","","","","","","","9887","9887","9887","0.9600001573562622","0.9600001573562622","0.9600001573562622","","","","","","","","","","","","","","","","","","","","","","","",""
"5851","","","","","","","","","","","","","18606","18606","18606","1","1","1","","","","","","","","","","","","","","","","","",""
"5915","","","","","","","","","","","","","","","","","","","","","","","","","10177","10177","10177","0.9600001573562622","0.9600001573562622","0.9600001573562622","","","","","",""
"5935","","","","","","","","","","","","","","","","","","","10196","10196","10196","1","1","1","","","","","","","","","","","",""
"6014","9832","9832","9832","0.9599999785423279","0.9599999785423279","0.9599999785423279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10405","10405","10405","1","1","1"
"6091","","","","","","","10066","10066","10066","0.9615386724472046","0.9615386724472046","0.9615386724472046","","","","","","","","","","","","","","","","","","","","","","","",""
"6110","","","","","","","","","","","","","18939","18939","18939","1","1","1","","","","","","","","","","","","","","","","","",""
"6175","","","","","","","","","","","","","","","","","","","","","","","","","10355","10355","10355","0.9615386724472046","0.9615386724472046","0.9615386724472046","","","","","",""
"6196","","","","","","","","","","","","","","","","","","","10373","10373","10373","1","1","1","","","","","","","","","","","",""
"6274","10012","10012","10012","0.9615384936332703","0.9615384936332703","0.9615384936332703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10585","10585","10585","1","1","1"
"6350","","","","","","","10248","10248","10248","0.9629631638526917","0.9629631638526917","0.9629631638526917","","","","","","","","","","","","","","","","","","","","","","","",""
"6369","","","","","","","","","","","","","19271","19271","19271","1","1","1","","","","","","","","","","","","","","","","","",""
"6434","","","","","","","","","","","","","","","","","","","","","","","","","10532","10532","10532","0.9629631638526917","0.9629631638526917","0.9629631638526917","","","","","",""
"6457","","","","","","","","","","","","","","","","","","","10551","10551","10551","1","1","1","","","","","","","","","","","",""
"6534","10187","10187","10187","0.9629629850387573","0.9629629850387573","0.9629629850387573","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10761","10761","10761","1","1","1"
"6610","","","","","","","10425","10425","10425","0.9642859697341919","0.9642859697341919","0.9642859697341919","","","","","","","","","","","","","","","","","","","","","","","",""
"6629","","","","","","","","","","","","","19604","19604","19604","1","1","1","","","","","","","","","","","","","","","","","",""
"6693","","","","","","","","","","","","","","","","","","","","","","","","","10708","10708","10708","0.9642859697341919","0.9642859697341919","0.9642859697341919","","","","","",""
"6718","","","","","","","","","","","","","","","","","","","10728","10728","10728","1","1","1","","","","","","","","","","","",""
"6794","10366","10366","10366","0.9642857313156128","0.9642857313156128","0.9642857313156128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10937","10937","10937","1","1","1"
"6870","","","","","","","10599","10599","10599","0.965517520904541","0.965517520904541","0.965517520904541","","","","","","","","","","","","","","","","","","","","","","","",""
"6889","","","","","","","","","","","","","19937","19937","19937","1","1","1","","","","","","","","","","","","","","","","","",""
"6952","","","","","","","","","","","","","","","","","","","","","","","","","10885","10885","10885","0.965517520904541","0.965517520904541","0.965517520904541","","","","","",""
"6978","","","","","","","","","","","","","","","","","","","10901","10901","10901","1","1","1","","","","","","","","","","","",""
"7055","10539","10539","10539","0.9655172228813171","0.9655172228813171","0.9655172228813171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11115","11115","11115","1","1","1"
"7130","","","","","","","10778","10778","10778","0.9666669964790344","0.9666669964790344","0.9666669964790344","","","","","","","","","","","","","","","","","","","","","","","",""
"7148","","","","","","","","","","","","","20269","20269","20269","1","1","1","","","","","","","","","","","","","","","","","",""
"7212","","","","","","","","","","","","","","","","","","","","","","","","","11059","11059","11059","0.9666669964790344","0.9666669964790344","0.9666669964790344","","","","","",""
"7239","","","","","","","","","","","","","","","","","","","11078","11078","11078","1","1","1","","","","","","","","","","","",""
"7315","10718","10718","10718","0.9666666984558105","0.9666666984558105","0.9666666984558105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11292","11292","11292","1","1","1"
"7390","","","","","","","10958","10958","10958","0.9677422046661377","0.9677422046661377","0.9677422046661377","","","","","","","","","","","","","","","","","","","","","","","",""
"7408","","","","","","","","","","","","","20602","20602","20602","1","1","1","","","","","","","","","","","","","","","","","",""
"7473","","","","","","","","","","","","","","","","","","","","","","","","","11235","11235","11235","0.9677422046661377","0.9677422046661377","0.9677422046661377","","","","","",""
"7500","","","","","","","","","","","","","","","","","","","11254","11254","11254","1","1","1","","","","","","","","","","","",""
"7575","10891","10891","10891","0.9677419066429138","0.9677419066429138","0.9677419066429138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7613","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11464","11464","11464","1","1","1"
"7651","","","","","","","11140","11140","11140","0.9687502384185791","0.9687502384185791","0.9687502384185791","","","","","","","","","","","","","","","","","","","","","","","",""
"7668","","","","","","","","","","","","","20934","20934","20934","1","1","1","","","","","","","","","","","","","","","","","",""
"7733","","","","","","","","","","","","","","","","","","","","","","","","","11409","11409","11409","0.9687502384185791","0.9687502384185791","0.9687502384185791","","","","","",""
"7761","","","","","","","","","","","","","","","","","","","11429","11429","11429","1","1","1","","","","","","","","","","","",""
"7836","11065","11065","11065","0.96875","0.96875","0.96875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11643","11643","11643","1","1","1"
"7910","","","","","","","11324","11324","11324","0.9696972370147705","0.9696972370147705","0.9696972370147705","","","","","","","","","","","","","","","","","","","","","","","",""
"7927","","","","","","","","","","","","","21266","21266","21266","1","1","1","","","","","","","","","","","","","","","","","",""
"7994","","","","","","","","","","","","","","","","","","","","","","","","","11589","11589","11589","0.9696972370147705","0.9696972370147705","0.9696972370147705","","","","","",""
"8022","","","","","","","","","","","","","","","","","","","11603","11603","11603","1","1","1","","","","","","","","","","","",""
"8096","11241","11241","11241","0.9696969985961914","0.9696969985961914","0.9696969985961914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11817","11817","11817","1","1","1"
"8168","","","","","","","11508","11508","11508","0.9705884456634521","0.9705884456634521","0.9705884456634521","","","","","","","","","","","","","","","","","","","","","","","",""
